Text,Category 
"Adam Parkar Adam parkar 
ते पण माणसच आहेत 
त्यांची लैंगीकता जरी तूमच्यासारखी साधी नसली तरी त्यांना भावना आहेत 
तवा त्यांस काहीपण बोलू नका

",None of the categories
माणसाला जिवनात बोर होत असेल तर फक्त कमेंट वाचावी...जिवनात खूप काही मज्जा आहे 🤣🤣🤣,None of the categories
खुप आभार तुम्ही लोकानी hijra kiva hijda smajasathi kahi tari kelat manuski दाखवली,None of the categories
आम्ही तर पहिलेच सांगितला तो मावळा नाही छगन वाट तो,Homophobia
दोघांनाही वैवाहिक आयुश्यासाठी खूप साऱ्या शुभेच्छा 💐💐💐,None of the categories
Saglyanchi thinking level different aste konachyahi brain madhe jaaun aapn thinkking level change nahi karu shakat tumi kashyala ekmekana explaination det basla ahat 🤣🤣🤣🤣be practical tyana je karaych hot te kel tyani tumi time west kartay ekmekana samjaun😀😀😀😀but the conversation is awesome ☺kahi goshti khup shiknya sarkhya hotya yat,None of the categories
Kharach pratyk cha ayusha ahe and yanchya sathi pan respect ahe but education chi khup garaj ahe but rastyavar and railway madhe beggars sarkha vagyla nako government ne reservation provide kela ahe tycha fhyada ghyala hava,None of the categories
"Hahahahahahhahh
आता म्हणा न
पुणे तिथे काय उणे",None of the categories
Gauri  tai  ur great 👍,None of the categories
Jagdish Madhukar Patil ata kqy karnar tyanchi tyanch mahite 😂🤣,None of the categories
Ani tu aai zhavada aahe,None of the categories
"हे मोदीचेच ""गे"" अच्छे दिन आहेत. अस म्हणावयास हरकत नाही. ....

",Homophobia
अतिशय उत्तम 👍👍👍👍👍👍👍👍👍👍स्वतःला माणूस म्हबायची लाज वाटते,None of the categories
नाद खुळा कमेंट…,None of the categories
Shashikant Patil तळ्यात मळ्यात करतोय,None of the categories
Mla bf hawa aahie kon hoiel ka bf maza 9673343885whtssp.mi,None of the categories
चला आता होम मीनीस्टर साठी स्पर्धक वाढणार. आदेश भावोजी आता ह्यांना काय प्रश्न वीचारतील बघायला नक्की पहा झी मराठी.,None of the categories
Tula Mulbal honar nahi,Transphobia
Shivlaxmi पेक्षा सपना छान दिसतेय,None of the categories
Gramin bhagat muli bhetenashya jhalay bhau.. aani shetkari la koni vali nahi.. saglya mulina city mde flat aani gadi vala navara haway .. mulanchi stiti khup bekar aali Rao,None of the categories
May papala sun pan nhi,None of the categories
तो आहेच अस वाटतंय,Homophobia
"ह्या व्हिडीओ मुळे किन्नर समाजातील  दोन वेगळ्या लोकांची (प्रकारच्या) ओळख झाली
रस्त्यावर फिरून पैसे  गोळाकरणाऱ्या मध्ये
नकलिही असतात  हे समजलं",None of the categories
